row_index,image_uid,file_name,relative_path,file_hash,model
448,9589e6cecba44ab1922c4a7777aaaedb,A1d7.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1d7.jpg,ff513a75cd6fb3f28f88700a0d5b0c48a115d35cf7c6538dc149fdf57de4e76c,openai/clip-vit-base-patch32
449,0b4b9d0bceb045a297846e7d0e6f5515,A1e1.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e1.jpg,efa8b37e36895f69bfb3a4562d8b1270812545fff7dc50acb93ccba1887c87fb,openai/clip-vit-base-patch32
450,5f4b560fc9e04a97b0b2de684989322f,A1e101.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e101.jpg,f02463e351b56ddedfb054f7eb71db7aca03d70f152e6dec4d2a937e18c515a1,openai/clip-vit-base-patch32
451,985d118923c64d93806266bea3855cf3,A1e1a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e1a.jpg,dc67e99ff04aa37bf58d0c080255ffd1b5dc71fab1dd02faf0386187e3e0ab18,openai/clip-vit-base-patch32
452,149ee1f6909d42709ef354c216de2f0b,A1e1b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e1b.jpg,ab08e9b843c468943e21c8b0249741615d785b3cd63cc1ae5915a473646425ca,openai/clip-vit-base-patch32
453,e6db574e6a5843a39b69c656ea6395fa,A1e20.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e20.jpg,1193bf0f92a20da7037bfd1d41984df5ebefc4039226777a22cbb04f066b6d56,openai/clip-vit-base-patch32
454,da758079d98f478fb8c4d9dc268c42ce,A1e24.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e24.jpg,7c4920a328b213ff493f139b7f81d29be356f1d37e6f6750a861ece5313437de,openai/clip-vit-base-patch32
455,5814c75e61154b2c909dace23c76256f,A1e25a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e25a.jpg,450c5577c420c7efb542ba602d68a5d1a59d4841addd3d379e51f5893d662197,openai/clip-vit-base-patch32
456,3400b758298848e7b49bd1cd8ca5495d,A1e25c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e25c.jpg,e777415aecda04948590cde936e4a92ef5349884c0ffa82fa9c5bd7b92225965,openai/clip-vit-base-patch32
457,829fdf7643ab4251ab78b929cee09bff,A1e26.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e26.jpg,fedf43ffa95684f5877c3b11f483fbd54ce99aeaaf4560b157b9ecc605ab015f,openai/clip-vit-base-patch32
458,e1aa29aac75449929cd508e7b8a49e66,A1e28.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e28.jpg,73b420d292bd5ee0290675bc0cc71e1c5ca17c1ddf04a087d2f69bc9c7a5fa41,openai/clip-vit-base-patch32
459,839f5daf7c694e5e8c77fe50c68d1f74,A1e3.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e3.jpg,8fcdfc56760f6c8b7724c40e0c216cfbb3dfa46105b605c2cebe80f38731e372,openai/clip-vit-base-patch32
460,f2310b4963d045c2a6d76d1e53f916fe,A1e30.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e30.jpg,c6da7bf6fc3788e790e9772475d943432f843a46523857a5f27be4205757da31,openai/clip-vit-base-patch32
461,4b20b2c828904cad956f1a6088965e4e,A1e32.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e32.jpg,19cad2a7e3947dc4c4ccf5af2348e294aae653e2486131ae5f47613d72b63a81,openai/clip-vit-base-patch32
462,ffb5aee68b4941faaa4622da17fa45ba,A1e32z.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e32z.jpg,0f25b18634756b80eb546029e8dd01cc9021737f1377c27f3c6ec160b679af69,openai/clip-vit-base-patch32
463,475fa720d90e4d16b76df6c93f947c8b,A1e34.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e34.jpg,ebad415ed97d36ee821213622e3e4ab285ab369bee3a7cad3f3f35de9b44eb5c,openai/clip-vit-base-patch32
464,d2b737f800de45abaef55d3bf31c5bc9,A1e34a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e34a.jpg,3d26800816b98a7c42edb269430bbdc62ff99866ca03bfe8c880c9f2fe9672c1,openai/clip-vit-base-patch32
465,449a3918fb6b42a8bbbff0eb8aa8179c,A1e4.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e4.jpg,30814f5ae40dcfca043417fdc340a857eb574a80085af8a7338d02974e34d447,openai/clip-vit-base-patch32
466,33d1545f54f84aae90fd2fd0fb8891ce,A1e41j.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41j.jpg,051444786ec1c55c892f8a60e6c84dfc3bdc78301e299e8b66be66d9da28ca35,openai/clip-vit-base-patch32
467,35216d18334d45e785d9991afabf874d,A1e41k.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41k.jpg,a884c94f233748bd6d93cebcadd1edd5aa46fff3af078b47b7543cd702c22290,openai/clip-vit-base-patch32
468,8c04d7b148524d6fb97c13bfbfb10ac7,A1e41l.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41l.jpg,46947f0039018fbe4f20207f84ac19c0cbb8851a660639bbb4b561f70aab5cb7,openai/clip-vit-base-patch32
469,435698d79d974f9d81036d08159f8958,A1e41m.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41m.jpg,f2ce7a7e871f40280f42dc09c5f08623144c2396b14f1d9b14259f71b5f04b06,openai/clip-vit-base-patch32
470,e30c011f5c7546188fdd53f4b7f33ebd,A1e41n.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41n.jpg,b75bb5e5df235c5bfdeda31f1bae5592b5670526a4e5f27fc6be041371e26c55,openai/clip-vit-base-patch32
471,758174dc51194c2692c5500ef342c204,A1e41o.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41o.jpg,c3060c1315ba3fc2f454cb5e47f38138ae84b02d931623f2bff5aa6fdcc18115,openai/clip-vit-base-patch32
472,fe52cc57960440ff850c7d16ec5c7e9a,A1e41p.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41p.jpg,abb3696d92531e32f600ef9e8aa61b9c90c0c1ffc0fab26700ef43999031201a,openai/clip-vit-base-patch32
473,70f47016d5f546ce90280697488b9e5a,A1e41q.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41q.jpg,df9c149201450be95b566896ec3c5f89a5bcaa1e86c16e7577920bab30015815,openai/clip-vit-base-patch32
474,31bfa4d0227d48e7a68a496070e3a752,A1e41r.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41r.jpg,066d8706a75adf77d2baab9528a0acd81bd3daa18235944895b62ceccf1c505f,openai/clip-vit-base-patch32
475,16ad21bd104d4350a02a70ebddf08691,A1e41s.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41s.jpg,2b69a2e685848d1d65e5c444f176cda9f3aaf6f37d443db11fa584c8d587e084,openai/clip-vit-base-patch32
476,98aee97ff3f841dc9105762ee54cb8d4,A1e41t.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41t.jpg,647c33aeecae6de620faadefe27dff8a255d6ed56f762ac9e5664a1fe4a7132b,openai/clip-vit-base-patch32
477,4c2bd549341946d09b76ba4f42df7447,A1e41u.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41u.jpg,1470f05952de9a90b08ec2b9afbe11bfb07a1604c6d83d91be8d0aca42fcc0dc,openai/clip-vit-base-patch32
478,4d6da1b1f5044730ac5873a8d1dc1de9,A1e41v.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41v.jpg,2eadfe399fb145f9d5cf7b18d48a555210eb4985470922e32bfd32be80e4d225,openai/clip-vit-base-patch32
479,2bb581cf82134df78957052aedac64ed,A1e41w.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41w.jpg,b6fcca45cd39993923c8b361055a6d3223325ba2a3a90bdcdfca0c27a0fbe3f5,openai/clip-vit-base-patch32
480,8a8ae70589bb4efa92712d658251ab78,A1e41x.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41x.jpg,0cee9146a71d3307dbc3495421b837aa55de80791a8fd1898afce274effedb26,openai/clip-vit-base-patch32
481,d8f8c7590c8d468d90d81a6cf6cc88a6,A1e41y.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41y.jpg,e2f77e08c9f531a196b900a5110abc5db016e3cddc4c80bacd2ed013ff27cd2e,openai/clip-vit-base-patch32
482,427c41544277417c932d5e585cc55eda,A1e41z.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41z.jpg,644df2de39511977e703376722f5321efa65f553acdf8ab597dca1368753f89f,openai/clip-vit-base-patch32
483,27e0362355dc488f852615e54c5cada7,A1e42.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e42.jpg,9cc1502e1fa15a3ff3a9ed6e97e5c37347ce42aa3573548f3a8a71dd3df36325,openai/clip-vit-base-patch32
484,f4e360139a814a3ebe19706414a7e93b,A1e45.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e45.jpg,a1f87b17a8980e61d25a5a9f3269ec42736a52e9d647d45378a60a67343fa387,openai/clip-vit-base-patch32
485,2248e85c1c944e7ea847cbfbb4544c66,A1e50&d21.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e50&d21.jpg,6f2a1ed0e3cacad0e09e36ad436e21585b5a3efae7ecaa7ba6c8adfa277f391e,openai/clip-vit-base-patch32
486,fd8a47861c0b4aa898afd49364e4f827,A1e57.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e57.jpg,00114a79eb912b19c5038ac810e088d5b95f35e06b9a56e31be87ebc38b70047,openai/clip-vit-base-patch32
487,72d0c90e76034365a4273f3e7270becd,A1e66.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e66.jpg,6fe0a7e774bdac9668fd82f0ab25802ce6213d45346d7ff832f5016c95b0eb0a,openai/clip-vit-base-patch32
488,416c5dd6107c4dd8a9d30f9aa6a83308,A1e7a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e7a.jpg,3fb7cb8aec9d6f2e3b410a4f4bdf2de634bfb9c3b82089adbbbd7319748c16c0,openai/clip-vit-base-patch32
489,55ed916a7de14957bdbe6e9b2045e9f6,A1e7b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e7b.jpg,74461c52ebc662d03804a6003e7a335fb8f3c78b355c2265aaafac97f27b9dad,openai/clip-vit-base-patch32
490,a997c98bf8f549bba09cb19d90e2805e,A1e8.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e8.jpg,d914fc2f57c5bdff05360a80eb43205b13a808d6952820c89df56a78b212702b,openai/clip-vit-base-patch32
491,158b64cf9c1d4af8ac7f72a9beb209ac,A1e9 (2).jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e9 (2).jpg,d7538cb3fd8e6e308f71650c8a22b124d885c843345b4720e8bbd1ac1c61e398,openai/clip-vit-base-patch32
492,414f36f72b204666b5fd747fb6026074,A1e9.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e9.jpg,475fd16c7a8867d2f12e4cd024c0e1eb574f7cb22454cc2a946855247aadf1cf,openai/clip-vit-base-patch32
493,a540dc38a526466c9dc594d11a62644d,A1f1.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f1.jpg,e77cd4e27137cc9a20365136ff7e57473bb1efa724f6d3728fac6a77d924d16e,openai/clip-vit-base-patch32
494,e1d09458e13a45aa9e877bbb2ac50257,A1f11.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f11.jpg,cf010debeec3f0650019b9baa6c9ca8bb3a1c956b5b9f5b62ccb68a447708f27,openai/clip-vit-base-patch32
495,9b3c77682f9043ee8ed24cf50423dd63,A1f14.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f14.jpg,589ca705c498654f34a41b171122ba42f3c6b8ad430674b01b0bac411761105d,openai/clip-vit-base-patch32
496,95fb60a99cc941fa9fee704734db28e5,A1f15.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f15.jpg,3ebbf5652689fad0c4d840c4823fe835bddba52a853a794b50342b1a58ade69d,openai/clip-vit-base-patch32
497,4e5fb2b1193c4b0482db82f49c54e8ac,A1f16.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f16.jpg,c16477b965e02d3de1274ccb7d22e3052812074b09638ad47330bc4b4cf35f5b,openai/clip-vit-base-patch32
498,c2315253bd7c4b4388c85e1696c05e0e,A1f17.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f17.jpg,33a68521e97d4c4d4cfdc85e7a4528cf39982ed015ebccc1c2a7237cd55f2b48,openai/clip-vit-base-patch32
499,1c7fe96da73e4122aee83bea49fd2f3e,A1f17_2a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f17_2a.jpg,c74058b81b223ab5826dfe0ff44b44e4bc8ef7f682e9a7e0379ccbbc3bf70840,openai/clip-vit-base-patch32
500,6f9b937f73e14cfe9f53ef70de7d4786,A1f17_2b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f17_2b.jpg,0c4c6d423a9ace588089478ea7dff2fca44453b6c766463e26dd1fa305586631,openai/clip-vit-base-patch32
501,095ed2f26a6146fdbc769fc8761326fd,A1f17a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f17a.jpg,d259a29f12240c1c05d5b02c7c2ed1a81e49d774111f8f578f454d8cb7113901,openai/clip-vit-base-patch32
502,5e409756c7f84c3b8fdece9699c32f0a,A1f18a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f18a.jpg,7ab3e124589f7073ed8190cbcf7a8debbef8042d03337246d1232ed5750e22b0,openai/clip-vit-base-patch32
503,f3492f0f1767414295dd959b568ce4f1,A1f2.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f2.jpg,83f983280d917199fb568dfc95621ded6b366d3798c73d1ae11c92b2e10eb6c5,openai/clip-vit-base-patch32
504,04efff951d364d7aa1d3d73a9f677384,A1f20&5.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f20&5.jpg,1744e2f60e28608666fa01edb72fba8fc27b691617eb63b4e4a252d92fe36b42,openai/clip-vit-base-patch32
505,4a7558ffbc1740689ec7baffc7da2eb7,A1f21.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f21.jpg,755bf931b48ed24ed7fa6811481774eafa3748c420401d86c47e4e7373e9d708,openai/clip-vit-base-patch32
506,d5c2e15307124766a6aa21a6ec0239e5,A1f22a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f22a.jpg,4d526542553d9a06145511e5fcd9aee7e36280b50c59c6ad4f1a4d82cf16ab06,openai/clip-vit-base-patch32
507,b1265525ca9a48698aa0cbd4f0efa14c,A1f22b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f22b.jpg,6d43efb49da6d52fb95c06d2a4106f577636a5825b059f187e9c061edd399f00,openai/clip-vit-base-patch32
508,1c4fcb0d4d3544d28b2892c1d8dee7ee,A1f22c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f22c.jpg,0b2bfc828e9599b46474b3d959ed8e5ae2aed5310ec847ca001f56d05783e472,openai/clip-vit-base-patch32
509,567bee78456b411e992dd6bbedcd1840,A1f2b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f2b.jpg,3a2f1a9c87e194a360b89561ed84f906b4173e479e2d6c311d6b5ea01457b53a,openai/clip-vit-base-patch32
510,6b287c48a3c54b35bb22abb7e91bdf77,A1f4.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1f4.jpg,eb62ac0afb77eacf72f23167605ebf37a7f692418211ae3cdf87fdf860786ccf,openai/clip-vit-base-patch32
511,d222bc2db8274e03b8dae7e35601dc8f,1964 extension basis.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/1964 extension basis.jpg",12cdde159a87c42dd874c7714e563462a1c0eb6a29d2f21cbd557c8721a847e4,openai/clip-vit-base-patch32
512,d1609953fd984d17a5a94ca8900fbc0b,1964 extension.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/1964 extension.jpg",9ed5340f520c89817777e2c5567ed8064498132f4b85d3bf28fa60977ccddc25,openai/clip-vit-base-patch32
513,fc0a632a15fd42c1ab0f22a95b4f1422,Afternoon smoko.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Afternoon smoko.jpg",6637f54463d0559426a8e2fd7589ce5362f3b672388930d3586d66ac7f1cd85f,openai/clip-vit-base-patch32
514,e1ff422048c5482abc511efd18fc996f,At the bar.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/At the bar.jpg",120db93b5f93b41b678f440517b3f1caa198fb96f6d997a7b3435f1934282c8a,openai/clip-vit-base-patch32
515,3c472295fd9747b0aa43553cc7cfb2b6,Bar and firreplacee taking shape.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Bar and firreplacee taking shape.jpg",c42a1060d507ec16128e056569c7c1245d36caa15d724f3fe15080660a2e0ef0,openai/clip-vit-base-patch32
516,9f33ebcc5f054f0b96c54244c85562a8,Bathroom.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Bathroom.jpg",2214d94fb198390d06238282070071f82b59f8e8c8ceda325efe80dd3526fd70,openai/clip-vit-base-patch32
517,a57ec9797d13473cb798fa6cb9225bd3,Building the new bar.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Building the new bar.jpg",7cbffd3843d8aa578803204d5d82dba1fc43c9975e143bc28bd37adbce060f93,openai/clip-vit-base-patch32
518,eb9cf65b13e344a59e2577489e239be3,Bunkroom cleaning.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Bunkroom cleaning.jpg",4433c1330342e51b6c3e25c3c59777f0652779c28a3f6a608d646bbc08ffc0c7,openai/clip-vit-base-patch32
519,fca725f89fbe4bdb86b56a228a05440f,Completed extension.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Completed extension.jpg",90d62bae97a2d6a985e8be01022e8a6b62ccfb2320eceba0d48fe98dab4537f7,openai/clip-vit-base-patch32
520,bba3f062bc3d4c08b5a68b6ad7456b7e,"Diesel mech, electrician in new extension.jpg","Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Diesel mech, electrician in new extension.jpg",5ef6cd7305e97ea34ec906d3c739ab62a0e30c3c6d24b1c28c3dec5e9611a5aa,openai/clip-vit-base-patch32
521,b7348c63768f4e8cb698b20021024f88,Extension disappears.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Extension disappears.jpg",3ac3844a693c251a9215c481e32b5670c03e87c34607568db6f6fcb9d44650a0,openai/clip-vit-base-patch32
522,3ace3cf71af949b1bf95b8561f1e07bc,Filling water tank in summer.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Filling water tank in summer.jpg",aaa96a48a9f92fc077c8f9a84ae51aba9dfc6c4d42a8b8ba32b91d66175c54e6,openai/clip-vit-base-patch32
523,a16b42e8c5aa413c9aaef5627e278430,Finishing new extension.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Finishing new extension.jpg",d1c609b5367c6ba409cfee677427c702c8f945dee0fbf15013e742972098621c,openai/clip-vit-base-patch32
524,e8e68c961dc241479a80328637ac6866,From the sea ice.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/From the sea ice.jpg",ee393a84f4940811f36bb7d069016e65ce61699733e218780d1df291382b893a,openai/clip-vit-base-patch32
525,ff099ad324f24f998a3a915aa61704c5,Geology office.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Geology office.jpg",adefba6ce25f2336816a7162df15391c981b817b4617e74832ad6f271d83faeb,openai/clip-vit-base-patch32
526,10cc19fcc94146fb9cd4ac6c9c4f05e2,Library laughter.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Library laughter.jpg",00cd424fa1f23d29807974defe20daf0514d6b8a0ffdf4dc62cd6de7078d1c2f,openai/clip-vit-base-patch32
527,31739fa3b81c45eaa8eaf3b3843dd0c0,Louge relaxation.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Louge relaxation.jpg",8164d634e14c7f25fe92fe075f657fcf3d6e95163c223a196291b1e267d8e831,openai/clip-vit-base-patch32
528,e120afd83e3644e8b799b1374586c93a,Lounge scrubout.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Lounge scrubout.jpg",4ea1404363e56a2784af25a5ff6bf2f0ade030d3193a0761791ca0483f756988,openai/clip-vit-base-patch32
529,7e56d67ca75242788605ee1d656b504c,Making new harnesses.JPG,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Making new harnesses.JPG",f5670851359a80c5c738603ce10f05de46f4d3190be0cb8078cf47e7be07bc14,openai/clip-vit-base-patch32
530,c511505d73324b1d99c1e8555d577b82,Medium size female husky.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Medium size female husky.jpg",9d5768ab66fa3a3e2c4e3fc36e19151f0904909296e35fd301cff451ba6a8b58,openai/clip-vit-base-patch32
531,73a141b11ce94f7f92a55a47b03c661c,Midwinter celebrations.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Midwinter celebrations.jpg",b94aeea9c995353d7c978d874f8421ffd81ed99f1298f434a56609a13ec55e15,openai/clip-vit-base-patch32
532,77870418d5f44fc285fd29020ada467a,More unloading.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/More unloading.jpg",7ab4e612cc8adf86444b8524d81e0f210d0532d485303bc83197c5162da1d36b,openai/clip-vit-base-patch32
533,8224ccdb828d446399c74e863535c486,Noticeboard.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Noticeboard.jpg",ca7b0fbef892876bd4078f418e2764233cd6538da2e333033707b30af4fa79c1,openai/clip-vit-base-patch32
534,64a2dc8220b84d7eb3c65e8b2b9ea974,Party time.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Party time.jpg",7eefc5e1da787eeaab21da48de10afa437b03f128c8a4e272ee205e267584c7b,openai/clip-vit-base-patch32
535,3dee644f19124a7499fcf9b735ff2cfc,Pretend radio op.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Pretend radio op.jpg",d6b0775f9a115019712c3329ff0626f644b92762affe3da7afd6116db9b1c0cc,openai/clip-vit-base-patch32
536,24708e85a26f41339582a4da9c53afab,Proper radio op.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Proper radio op.jpg",ee838e47e4ee16c67ab60fcd483fac6f685abe0f66dcde13d6ef8e04ee29d475,openai/clip-vit-base-patch32
537,0b187c9b9dbd42dcaa465a6fee399c39,Radio shack.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Radio shack.jpg",014c27982aa3826735ef128723cdef89b2605a1126b1e662211d9d2af0b9b9c9,openai/clip-vit-base-patch32
538,2d6d60d9a68e402e801bf184ee5fde47,Relaxing in library.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Relaxing in library.jpg",1fa6536bab121c86dd3575d3901781f7a3fadf29a8e43e7db722334aaa8f9ef5,openai/clip-vit-base-patch32
539,9e2d1cb6e6134f4f8683e95a2f2b1cef,Relaxing in lounge.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Relaxing in lounge.jpg",a2da27fd64b60b98323ee042468c0dc521ea119c2e791cb01130681374d54d89,openai/clip-vit-base-patch32
540,bc1060c98f0f48a38efae167f1c7b010,Relaxing on new extension roof.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Relaxing on new extension roof.jpg",d40e705671e19865fc253c29ab526cd597e106684414d1869b62989a9b9aba08,openai/clip-vit-base-patch32
541,129fa639dba244a7ac0190e63b09433d,repairs for sledging season.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/repairs for sledging season.jpg",a89178ec49d99983d96b44b9298734d36378a0f70fd6118552d36fb7453d231e,openai/clip-vit-base-patch32
542,55c13b5e9bfa46febe0b9f05bbe1e2b7,Repairs.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Repairs.jpg",42295cc471478311e31d464678e78dc0f3edc1fccc92b77b205b3951a91e249d,openai/clip-vit-base-patch32
543,822ead858f4842fa8c67ba8f88ab6a3e,Restocking coal bunker.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/Restocking coal bunker.jpg",db74a4d32254a1ba5b58a881717a2a3079f9611c7ef7fef47a733a408df0f56a,openai/clip-vit-base-patch32
544,40f535be904a492d88b6c562ac239b05,RRS JB in Back Bay.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/RRS JB in Back Bay.jpg",8ce31e87c9acebbc7693ac0b8875af6ea6d8cde7c0729f243a00d225fb7a5d88,openai/clip-vit-base-patch32
545,8538506188b84c48a402475fa6c3e025,RRS JB unloading at Stonington.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/RRS JB unloading at Stonington.jpg",6368228480d30dae066ab841f1e3328080f9e4371b8b88621c2f35062b2c74d4,openai/clip-vit-base-patch32
546,1d192bde73a443758e84f95620912b86,RRS JB unloading.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/RRS JB unloading.jpg",8e22aa969f23f54aef2b0b579e3cde0f6f144e41b55000d19d204ff2093bf3d0,openai/clip-vit-base-patch32
547,13b16173505b4cea9255a0b1c8dee605,RRS JB wedged into Back Bay ice.jpg,"Hist_E_Var_Copyright_NeilMarsden/Marsden, Neil/Marsden, Neil/RRS JB wedged into Back Bay ice.jpg",960e09399f797a605e9a25ff94a9bcad90e5a3695a2575fb562bb23c6aaad485,openai/clip-vit-base-patch32
