image_uid,file_name,facet,term_key,label,similarity_score,source,vocabulary_version
25f107822183485b8bdfc83951a0cdb4,A1c134a.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
25f107822183485b8bdfc83951a0cdb4,A1c134a.jpg,scene_type,object_study,Object study,0.204841,clip,1.0
25f107822183485b8bdfc83951a0cdb4,A1c134a.jpg,shot_type,detail,Detail,0.237479,clip,1.0
25f107822183485b8bdfc83951a0cdb4,A1c134a.jpg,people,no_people,No people,,threshold_rule,1.0
25f107822183485b8bdfc83951a0cdb4,A1c134a.jpg,condition,rust,Rust or corrosion,0.240036,clip,1.0
25f107822183485b8bdfc83951a0cdb4,A1c134a.jpg,condition,object_wear,Object wear,0.267517,clip,1.0
81d28f285c6148aeb56d014e457d2df2,A1c134b.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
81d28f285c6148aeb56d014e457d2df2,A1c134b.jpg,scene_type,object_study,Object study,0.227789,clip,1.0
81d28f285c6148aeb56d014e457d2df2,A1c134b.jpg,shot_type,detail,Detail,0.261109,clip,1.0
81d28f285c6148aeb56d014e457d2df2,A1c134b.jpg,people,no_people,No people,,threshold_rule,1.0
81d28f285c6148aeb56d014e457d2df2,A1c134b.jpg,condition,paint_loss,Paint loss,0.241308,clip,1.0
81d28f285c6148aeb56d014e457d2df2,A1c134b.jpg,condition,rust,Rust or corrosion,0.246833,clip,1.0
81d28f285c6148aeb56d014e457d2df2,A1c134b.jpg,condition,object_wear,Object wear,0.242106,clip,1.0
9872df212b704801aec25db961c93657,A1c134c.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
9872df212b704801aec25db961c93657,A1c134c.jpg,scene_type,interior,Interior,0.227552,clip,1.0
9872df212b704801aec25db961c93657,A1c134c.jpg,shot_type,detail,Detail,0.257205,clip,1.0
9872df212b704801aec25db961c93657,A1c134c.jpg,people,no_people,No people,,threshold_rule,1.0
9872df212b704801aec25db961c93657,A1c134c.jpg,room,room_unknown,Room not determined,,threshold_rule,1.0
9872df212b704801aec25db961c93657,A1c134c.jpg,condition,paint_loss,Paint loss,0.242392,clip,1.0
9872df212b704801aec25db961c93657,A1c134c.jpg,condition,rust,Rust or corrosion,0.256629,clip,1.0
9872df212b704801aec25db961c93657,A1c134c.jpg,condition,object_wear,Object wear,0.244796,clip,1.0
2c09823f5c3946c791893dee894b57b2,A1c135.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
2c09823f5c3946c791893dee894b57b2,A1c135.jpg,scene_type,object_study,Object study,0.2589,clip,1.0
2c09823f5c3946c791893dee894b57b2,A1c135.jpg,shot_type,detail,Detail,0.254194,clip,1.0
2c09823f5c3946c791893dee894b57b2,A1c135.jpg,people,no_people,No people,,threshold_rule,1.0
2c09823f5c3946c791893dee894b57b2,A1c135.jpg,condition,object_wear,Object wear,0.26251,clip,1.0
0eb350e134444ecb96880706db7b084d,A1c135a.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
0eb350e134444ecb96880706db7b084d,A1c135a.jpg,scene_type,interior,Interior,0.240494,clip,1.0
0eb350e134444ecb96880706db7b084d,A1c135a.jpg,shot_type,detail,Detail,0.244418,clip,1.0
0eb350e134444ecb96880706db7b084d,A1c135a.jpg,people,no_people,No people,,threshold_rule,1.0
0eb350e134444ecb96880706db7b084d,A1c135a.jpg,room,kitchen,Kitchen,0.28515,clip,1.0
0eb350e134444ecb96880706db7b084d,A1c135a.jpg,condition,rust,Rust or corrosion,0.25396,clip,1.0
0eb350e134444ecb96880706db7b084d,A1c135a.jpg,condition,object_wear,Object wear,0.298462,clip,1.0
92727077b6ff41fab63dd227512e5cec,A1c140a.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
92727077b6ff41fab63dd227512e5cec,A1c140a.jpg,scene_type,object_study,Object study,0.255866,clip,1.0
92727077b6ff41fab63dd227512e5cec,A1c140a.jpg,shot_type,detail,Detail,0.240533,clip,1.0
92727077b6ff41fab63dd227512e5cec,A1c140a.jpg,people,no_people,No people,,threshold_rule,1.0
92727077b6ff41fab63dd227512e5cec,A1c140a.jpg,condition,object_wear,Object wear,0.283362,clip,1.0
03da1be966b246f7845b3ec3d74a0494,A1c140b.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
03da1be966b246f7845b3ec3d74a0494,A1c140b.jpg,scene_type,object_study,Object study,0.223224,clip,1.0
03da1be966b246f7845b3ec3d74a0494,A1c140b.jpg,shot_type,detail,Detail,0.224144,clip,1.0
03da1be966b246f7845b3ec3d74a0494,A1c140b.jpg,people,no_people,No people,,threshold_rule,1.0
03da1be966b246f7845b3ec3d74a0494,A1c140b.jpg,condition,object_wear,Object wear,0.254474,clip,1.0
2b5cf927b32348928bd49ba4e722b46b,A1c140c.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
2b5cf927b32348928bd49ba4e722b46b,A1c140c.jpg,scene_type,object_study,Object study,0.228263,clip,1.0
2b5cf927b32348928bd49ba4e722b46b,A1c140c.jpg,shot_type,detail,Detail,0.248155,clip,1.0
2b5cf927b32348928bd49ba4e722b46b,A1c140c.jpg,people,two_people,Two people,0.248379,clip,1.0
2b5cf927b32348928bd49ba4e722b46b,A1c140c.jpg,condition,object_wear,Object wear,0.255816,clip,1.0
6c9e4de3d2bb46f48a5e7d5ce79d6dbc,A1c144.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
6c9e4de3d2bb46f48a5e7d5ce79d6dbc,A1c144.jpg,scene_type,object_study,Object study,0.268669,clip,1.0
6c9e4de3d2bb46f48a5e7d5ce79d6dbc,A1c144.jpg,shot_type,detail,Detail,0.228971,clip,1.0
6c9e4de3d2bb46f48a5e7d5ce79d6dbc,A1c144.jpg,people,no_people,No people,,threshold_rule,1.0
6c9e4de3d2bb46f48a5e7d5ce79d6dbc,A1c144.jpg,condition,object_wear,Object wear,0.255374,clip,1.0
0f6835b9e50e433bb4ea2eceb8360a37,A1c146.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
0f6835b9e50e433bb4ea2eceb8360a37,A1c146.jpg,scene_type,object_study,Object study,0.273393,clip,1.0
0f6835b9e50e433bb4ea2eceb8360a37,A1c146.jpg,shot_type,detail,Detail,0.238212,clip,1.0
0f6835b9e50e433bb4ea2eceb8360a37,A1c146.jpg,people,partial_person,Part of a person,0.251533,clip,1.0
0f6835b9e50e433bb4ea2eceb8360a37,A1c146.jpg,activity,working,Working,0.263422,clip,1.0
0f6835b9e50e433bb4ea2eceb8360a37,A1c146.jpg,condition,weathered_timber,Weathered timber,0.242795,clip,1.0
0f6835b9e50e433bb4ea2eceb8360a37,A1c146.jpg,condition,object_wear,Object wear,0.291834,clip,1.0
0d43bbcf00904bc49fffb64825af96fa,A1c147.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
0d43bbcf00904bc49fffb64825af96fa,A1c147.jpg,scene_type,object_study,Object study,0.267064,clip,1.0
0d43bbcf00904bc49fffb64825af96fa,A1c147.jpg,shot_type,detail,Detail,0.235447,clip,1.0
0d43bbcf00904bc49fffb64825af96fa,A1c147.jpg,people,no_people,No people,,threshold_rule,1.0
0d43bbcf00904bc49fffb64825af96fa,A1c147.jpg,condition,object_wear,Object wear,0.260764,clip,1.0
d80ad05e7645433caec43cbdce64f628,A1c148.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
d80ad05e7645433caec43cbdce64f628,A1c148.jpg,scene_type,object_study,Object study,0.246195,clip,1.0
d80ad05e7645433caec43cbdce64f628,A1c148.jpg,shot_type,detail,Detail,0.224714,clip,1.0
d80ad05e7645433caec43cbdce64f628,A1c148.jpg,people,no_people,No people,,threshold_rule,1.0
d80ad05e7645433caec43cbdce64f628,A1c148.jpg,condition,weathered_timber,Weathered timber,0.240711,clip,1.0
d80ad05e7645433caec43cbdce64f628,A1c148.jpg,condition,object_wear,Object wear,0.248992,clip,1.0
ebf4ea3b1a1d4f16abee137dabcfe311,A1c149.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
ebf4ea3b1a1d4f16abee137dabcfe311,A1c149.jpg,scene_type,object_study,Object study,0.255845,clip,1.0
ebf4ea3b1a1d4f16abee137dabcfe311,A1c149.jpg,shot_type,detail,Detail,0.236378,clip,1.0
ebf4ea3b1a1d4f16abee137dabcfe311,A1c149.jpg,people,no_people,No people,,threshold_rule,1.0
ebf4ea3b1a1d4f16abee137dabcfe311,A1c149.jpg,condition,weathered_timber,Weathered timber,0.247516,clip,1.0
ebf4ea3b1a1d4f16abee137dabcfe311,A1c149.jpg,condition,object_wear,Object wear,0.277875,clip,1.0
640621454a10479faf651cf1740df6bd,A1c150.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
640621454a10479faf651cf1740df6bd,A1c150.jpg,scene_type,object_study,Object study,0.275005,clip,1.0
640621454a10479faf651cf1740df6bd,A1c150.jpg,shot_type,detail,Detail,0.257668,clip,1.0
640621454a10479faf651cf1740df6bd,A1c150.jpg,people,no_people,No people,,threshold_rule,1.0
640621454a10479faf651cf1740df6bd,A1c150.jpg,condition,weathered_timber,Weathered timber,0.242946,clip,1.0
640621454a10479faf651cf1740df6bd,A1c150.jpg,condition,paint_loss,Paint loss,0.252703,clip,1.0
640621454a10479faf651cf1740df6bd,A1c150.jpg,condition,rust,Rust or corrosion,0.248722,clip,1.0
640621454a10479faf651cf1740df6bd,A1c150.jpg,condition,object_wear,Object wear,0.278696,clip,1.0
13278cd98b9e47a38ac9f34e35874b9f,A1c151.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
13278cd98b9e47a38ac9f34e35874b9f,A1c151.jpg,scene_type,object_study,Object study,0.256757,clip,1.0
13278cd98b9e47a38ac9f34e35874b9f,A1c151.jpg,shot_type,detail,Detail,0.247123,clip,1.0
13278cd98b9e47a38ac9f34e35874b9f,A1c151.jpg,people,partial_person,Part of a person,0.244818,clip,1.0
13278cd98b9e47a38ac9f34e35874b9f,A1c151.jpg,activity,working,Working,0.274499,clip,1.0
13278cd98b9e47a38ac9f34e35874b9f,A1c151.jpg,condition,object_wear,Object wear,0.286751,clip,1.0
262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,scene_type,object_study,Object study,0.29043,clip,1.0
262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,shot_type,medium,Medium view,0.26386,clip,1.0
262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,people,partial_person,Part of a person,0.24827,clip,1.0
262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,orientation,back_to_camera,Back to the camera,0.252296,clip,1.0
262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,activity,working,Working,0.25073,clip,1.0
262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,activity,cooking,Cooking,0.247109,clip,1.0
262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,activity,posing,Standing or posing,0.244763,clip,1.0
262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,condition,object_wear,Object wear,0.291355,clip,1.0
f88ec7147fe248bfa6ad8e1959512cce,A1c16.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
f88ec7147fe248bfa6ad8e1959512cce,A1c16.jpg,scene_type,interior,Interior,0.239949,clip,1.0
f88ec7147fe248bfa6ad8e1959512cce,A1c16.jpg,shot_type,medium,Medium view,0.233297,clip,1.0
f88ec7147fe248bfa6ad8e1959512cce,A1c16.jpg,people,no_people,No people,,threshold_rule,1.0
f88ec7147fe248bfa6ad8e1959512cce,A1c16.jpg,room,kitchen,Kitchen,0.343084,clip,1.0
f88ec7147fe248bfa6ad8e1959512cce,A1c16.jpg,condition,weathered_timber,Weathered timber,0.241119,clip,1.0
f88ec7147fe248bfa6ad8e1959512cce,A1c16.jpg,condition,object_wear,Object wear,0.273519,clip,1.0
8529b2193e2847c5b323ea164566057e,A1c166.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
8529b2193e2847c5b323ea164566057e,A1c166.jpg,scene_type,object_study,Object study,0.233282,clip,1.0
8529b2193e2847c5b323ea164566057e,A1c166.jpg,shot_type,medium,Medium view,0.233233,clip,1.0
8529b2193e2847c5b323ea164566057e,A1c166.jpg,people,no_people,No people,,threshold_rule,1.0
8529b2193e2847c5b323ea164566057e,A1c166.jpg,condition,object_wear,Object wear,0.242307,clip,1.0
27aa0a9169f84d208eac4d84cddb6345,A1c166_1.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
27aa0a9169f84d208eac4d84cddb6345,A1c166_1.jpg,scene_type,object_study,Object study,0.215347,clip,1.0
27aa0a9169f84d208eac4d84cddb6345,A1c166_1.jpg,shot_type,detail,Detail,0.242894,clip,1.0
27aa0a9169f84d208eac4d84cddb6345,A1c166_1.jpg,people,no_people,No people,,threshold_rule,1.0
27aa0a9169f84d208eac4d84cddb6345,A1c166_1.jpg,condition,object_wear,Object wear,0.254604,clip,1.0
d16ef1b67151408086e0c44f839caa0c,A1c166_2.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
d16ef1b67151408086e0c44f839caa0c,A1c166_2.jpg,scene_type,object_study,Object study,0.189743,clip,1.0
d16ef1b67151408086e0c44f839caa0c,A1c166_2.jpg,shot_type,detail,Detail,0.203896,clip,1.0
d16ef1b67151408086e0c44f839caa0c,A1c166_2.jpg,people,no_people,No people,,threshold_rule,1.0
48d4eeb5f66e49b88402da1f19ffccfe,A1c166_3.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
48d4eeb5f66e49b88402da1f19ffccfe,A1c166_3.jpg,scene_type,object_study,Object study,0.231538,clip,1.0
48d4eeb5f66e49b88402da1f19ffccfe,A1c166_3.jpg,shot_type,detail,Detail,0.246682,clip,1.0
48d4eeb5f66e49b88402da1f19ffccfe,A1c166_3.jpg,people,no_people,No people,,threshold_rule,1.0
48d4eeb5f66e49b88402da1f19ffccfe,A1c166_3.jpg,condition,object_wear,Object wear,0.246202,clip,1.0
740ac4a847c841838d25854a9496ce82,A1c166a.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
740ac4a847c841838d25854a9496ce82,A1c166a.jpg,scene_type,object_study,Object study,0.23643,clip,1.0
740ac4a847c841838d25854a9496ce82,A1c166a.jpg,shot_type,detail,Detail,0.243169,clip,1.0
740ac4a847c841838d25854a9496ce82,A1c166a.jpg,people,no_people,No people,,threshold_rule,1.0
1172ca685cd34cb997385d2dacbd6637,A1c166b.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
1172ca685cd34cb997385d2dacbd6637,A1c166b.jpg,scene_type,object_study,Object study,0.238439,clip,1.0
1172ca685cd34cb997385d2dacbd6637,A1c166b.jpg,shot_type,detail,Detail,0.251179,clip,1.0
1172ca685cd34cb997385d2dacbd6637,A1c166b.jpg,people,no_people,No people,,threshold_rule,1.0
1172ca685cd34cb997385d2dacbd6637,A1c166b.jpg,condition,object_wear,Object wear,0.251919,clip,1.0
629117f0a2054982acbbbe0f51584175,A1c168.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
629117f0a2054982acbbbe0f51584175,A1c168.jpg,scene_type,interior,Interior,0.248281,clip,1.0
629117f0a2054982acbbbe0f51584175,A1c168.jpg,shot_type,detail,Detail,0.255011,clip,1.0
629117f0a2054982acbbbe0f51584175,A1c168.jpg,people,no_people,No people,,threshold_rule,1.0
629117f0a2054982acbbbe0f51584175,A1c168.jpg,room,kitchen,Kitchen,0.27719,clip,1.0
629117f0a2054982acbbbe0f51584175,A1c168.jpg,condition,rust,Rust or corrosion,0.251614,clip,1.0
629117f0a2054982acbbbe0f51584175,A1c168.jpg,condition,object_wear,Object wear,0.285484,clip,1.0
fe1001f7be6d4b1d8b4d6e7dd65fac63,A1c169.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
fe1001f7be6d4b1d8b4d6e7dd65fac63,A1c169.jpg,scene_type,object_study,Object study,0.243043,clip,1.0
fe1001f7be6d4b1d8b4d6e7dd65fac63,A1c169.jpg,shot_type,detail,Detail,0.263738,clip,1.0
fe1001f7be6d4b1d8b4d6e7dd65fac63,A1c169.jpg,people,no_people,No people,,threshold_rule,1.0
fe1001f7be6d4b1d8b4d6e7dd65fac63,A1c169.jpg,condition,object_wear,Object wear,0.266021,clip,1.0
d6317e9a91f54eebb7759f9202a04fd7,A1c170a.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
d6317e9a91f54eebb7759f9202a04fd7,A1c170a.jpg,scene_type,object_study,Object study,0.255043,clip,1.0
d6317e9a91f54eebb7759f9202a04fd7,A1c170a.jpg,shot_type,detail,Detail,0.247669,clip,1.0
d6317e9a91f54eebb7759f9202a04fd7,A1c170a.jpg,people,no_people,No people,,threshold_rule,1.0
d6317e9a91f54eebb7759f9202a04fd7,A1c170a.jpg,condition,paint_loss,Paint loss,0.243304,clip,1.0
d6317e9a91f54eebb7759f9202a04fd7,A1c170a.jpg,condition,object_wear,Object wear,0.275827,clip,1.0
944f34d1d9af4583a456874407f76cec,A1c170b.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
944f34d1d9af4583a456874407f76cec,A1c170b.jpg,scene_type,object_study,Object study,0.248219,clip,1.0
944f34d1d9af4583a456874407f76cec,A1c170b.jpg,shot_type,detail,Detail,0.23371,clip,1.0
944f34d1d9af4583a456874407f76cec,A1c170b.jpg,people,no_people,No people,,threshold_rule,1.0
944f34d1d9af4583a456874407f76cec,A1c170b.jpg,condition,object_wear,Object wear,0.250677,clip,1.0
fda8bf0496b4405ca00f2ee06da91afc,A1c170c.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
fda8bf0496b4405ca00f2ee06da91afc,A1c170c.jpg,scene_type,object_study,Object study,0.258741,clip,1.0
fda8bf0496b4405ca00f2ee06da91afc,A1c170c.jpg,shot_type,detail,Detail,0.243423,clip,1.0
fda8bf0496b4405ca00f2ee06da91afc,A1c170c.jpg,people,no_people,No people,,threshold_rule,1.0
fda8bf0496b4405ca00f2ee06da91afc,A1c170c.jpg,condition,rust,Rust or corrosion,0.242774,clip,1.0
fda8bf0496b4405ca00f2ee06da91afc,A1c170c.jpg,condition,object_wear,Object wear,0.271501,clip,1.0
91e80391c73f4f5099d3fd24bb1aa064,A1c171a.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
91e80391c73f4f5099d3fd24bb1aa064,A1c171a.jpg,scene_type,object_study,Object study,0.257704,clip,1.0
91e80391c73f4f5099d3fd24bb1aa064,A1c171a.jpg,shot_type,detail,Detail,0.263528,clip,1.0
91e80391c73f4f5099d3fd24bb1aa064,A1c171a.jpg,people,no_people,No people,,threshold_rule,1.0
91e80391c73f4f5099d3fd24bb1aa064,A1c171a.jpg,condition,object_wear,Object wear,0.277746,clip,1.0
cbb369d5a603475b99ac303c63dd59ff,A1c171b.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
cbb369d5a603475b99ac303c63dd59ff,A1c171b.jpg,scene_type,object_study,Object study,0.241555,clip,1.0
cbb369d5a603475b99ac303c63dd59ff,A1c171b.jpg,shot_type,detail,Detail,0.260978,clip,1.0
cbb369d5a603475b99ac303c63dd59ff,A1c171b.jpg,people,no_people,No people,,threshold_rule,1.0
cbb369d5a603475b99ac303c63dd59ff,A1c171b.jpg,condition,object_wear,Object wear,0.281587,clip,1.0
9a241e087bff4e6986894937d7a3b19b,A1c171c.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
9a241e087bff4e6986894937d7a3b19b,A1c171c.jpg,scene_type,object_study,Object study,0.220479,clip,1.0
9a241e087bff4e6986894937d7a3b19b,A1c171c.jpg,shot_type,detail,Detail,0.241875,clip,1.0
9a241e087bff4e6986894937d7a3b19b,A1c171c.jpg,people,no_people,No people,,threshold_rule,1.0
9a241e087bff4e6986894937d7a3b19b,A1c171c.jpg,condition,object_wear,Object wear,0.260588,clip,1.0
cc07b5634f6842198e6a89eeaecbc392,A1c171d.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
cc07b5634f6842198e6a89eeaecbc392,A1c171d.jpg,scene_type,object_study,Object study,0.211207,clip,1.0
cc07b5634f6842198e6a89eeaecbc392,A1c171d.jpg,shot_type,detail,Detail,0.245447,clip,1.0
cc07b5634f6842198e6a89eeaecbc392,A1c171d.jpg,people,no_people,No people,,threshold_rule,1.0
cc07b5634f6842198e6a89eeaecbc392,A1c171d.jpg,condition,rust,Rust or corrosion,0.247459,clip,1.0
cc07b5634f6842198e6a89eeaecbc392,A1c171d.jpg,condition,object_wear,Object wear,0.259817,clip,1.0
a152c9e240d3418cac956d27baa00f54,A1c172.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
a152c9e240d3418cac956d27baa00f54,A1c172.jpg,scene_type,object_study,Object study,0.247067,clip,1.0
a152c9e240d3418cac956d27baa00f54,A1c172.jpg,shot_type,detail,Detail,0.244129,clip,1.0
a152c9e240d3418cac956d27baa00f54,A1c172.jpg,people,no_people,No people,,threshold_rule,1.0
a152c9e240d3418cac956d27baa00f54,A1c172.jpg,condition,rust,Rust or corrosion,0.264443,clip,1.0
a152c9e240d3418cac956d27baa00f54,A1c172.jpg,condition,object_wear,Object wear,0.269664,clip,1.0
c99b2eb30aeb45fbb8a7f75f0e9d0023,A1c173a.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
c99b2eb30aeb45fbb8a7f75f0e9d0023,A1c173a.jpg,scene_type,object_study,Object study,0.237506,clip,1.0
c99b2eb30aeb45fbb8a7f75f0e9d0023,A1c173a.jpg,shot_type,detail,Detail,0.233917,clip,1.0
c99b2eb30aeb45fbb8a7f75f0e9d0023,A1c173a.jpg,people,no_people,No people,,threshold_rule,1.0
c99b2eb30aeb45fbb8a7f75f0e9d0023,A1c173a.jpg,condition,object_wear,Object wear,0.275184,clip,1.0
7f2df8eb0c8d4d86b18c0248e581c26b,A1c173b.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
7f2df8eb0c8d4d86b18c0248e581c26b,A1c173b.jpg,scene_type,object_study,Object study,0.220383,clip,1.0
7f2df8eb0c8d4d86b18c0248e581c26b,A1c173b.jpg,shot_type,detail,Detail,0.235111,clip,1.0
7f2df8eb0c8d4d86b18c0248e581c26b,A1c173b.jpg,people,no_people,No people,,threshold_rule,1.0
7f2df8eb0c8d4d86b18c0248e581c26b,A1c173b.jpg,condition,object_wear,Object wear,0.270471,clip,1.0
e71173e63cb0410bbca94c9d460eb226,A1c175.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
e71173e63cb0410bbca94c9d460eb226,A1c175.jpg,scene_type,object_study,Object study,0.225449,clip,1.0
e71173e63cb0410bbca94c9d460eb226,A1c175.jpg,shot_type,detail,Detail,0.223798,clip,1.0
e71173e63cb0410bbca94c9d460eb226,A1c175.jpg,people,no_people,No people,,threshold_rule,1.0
e71173e63cb0410bbca94c9d460eb226,A1c175.jpg,condition,rust,Rust or corrosion,0.27393,clip,1.0
e71173e63cb0410bbca94c9d460eb226,A1c175.jpg,condition,object_wear,Object wear,0.285372,clip,1.0
44750596b4864625a1f50eec01f64731,A1c176.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
44750596b4864625a1f50eec01f64731,A1c176.jpg,scene_type,object_study,Object study,0.231999,clip,1.0
44750596b4864625a1f50eec01f64731,A1c176.jpg,shot_type,detail,Detail,0.242156,clip,1.0
44750596b4864625a1f50eec01f64731,A1c176.jpg,people,no_people,No people,,threshold_rule,1.0
44750596b4864625a1f50eec01f64731,A1c176.jpg,condition,rust,Rust or corrosion,0.245821,clip,1.0
44750596b4864625a1f50eec01f64731,A1c176.jpg,condition,object_wear,Object wear,0.275952,clip,1.0
096ddf529ad44f5ea0330effd8c91ea8,A1c177.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
096ddf529ad44f5ea0330effd8c91ea8,A1c177.jpg,scene_type,object_study,Object study,0.271976,clip,1.0
096ddf529ad44f5ea0330effd8c91ea8,A1c177.jpg,shot_type,detail,Detail,0.257481,clip,1.0
096ddf529ad44f5ea0330effd8c91ea8,A1c177.jpg,people,no_people,No people,,threshold_rule,1.0
096ddf529ad44f5ea0330effd8c91ea8,A1c177.jpg,condition,paint_loss,Paint loss,0.244363,clip,1.0
096ddf529ad44f5ea0330effd8c91ea8,A1c177.jpg,condition,rust,Rust or corrosion,0.275013,clip,1.0
096ddf529ad44f5ea0330effd8c91ea8,A1c177.jpg,condition,object_wear,Object wear,0.296302,clip,1.0
2eb535cf0187435396b6379226c973ee,A1c178.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
2eb535cf0187435396b6379226c973ee,A1c178.jpg,scene_type,object_study,Object study,0.242239,clip,1.0
2eb535cf0187435396b6379226c973ee,A1c178.jpg,shot_type,detail,Detail,0.245178,clip,1.0
2eb535cf0187435396b6379226c973ee,A1c178.jpg,people,no_people,No people,,threshold_rule,1.0
2eb535cf0187435396b6379226c973ee,A1c178.jpg,condition,rust,Rust or corrosion,0.248229,clip,1.0
2eb535cf0187435396b6379226c973ee,A1c178.jpg,condition,object_wear,Object wear,0.280946,clip,1.0
eaf76a041fa7444db1800be54c5df3c5,A1c180.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
eaf76a041fa7444db1800be54c5df3c5,A1c180.jpg,scene_type,object_study,Object study,0.256396,clip,1.0
eaf76a041fa7444db1800be54c5df3c5,A1c180.jpg,shot_type,detail,Detail,0.263926,clip,1.0
eaf76a041fa7444db1800be54c5df3c5,A1c180.jpg,people,no_people,No people,,threshold_rule,1.0
eaf76a041fa7444db1800be54c5df3c5,A1c180.jpg,condition,rust,Rust or corrosion,0.267029,clip,1.0
eaf76a041fa7444db1800be54c5df3c5,A1c180.jpg,condition,object_wear,Object wear,0.292082,clip,1.0
6aafaa7d6383453891aabc6e48df75f5,A1c181.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
6aafaa7d6383453891aabc6e48df75f5,A1c181.jpg,scene_type,object_study,Object study,0.220055,clip,1.0
6aafaa7d6383453891aabc6e48df75f5,A1c181.jpg,shot_type,detail,Detail,0.254847,clip,1.0
6aafaa7d6383453891aabc6e48df75f5,A1c181.jpg,people,no_people,No people,,threshold_rule,1.0
6aafaa7d6383453891aabc6e48df75f5,A1c181.jpg,condition,rust,Rust or corrosion,0.249107,clip,1.0
6aafaa7d6383453891aabc6e48df75f5,A1c181.jpg,condition,object_wear,Object wear,0.268684,clip,1.0
c9ff158c2bb34b98aed2301d9167854f,A1c182.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
c9ff158c2bb34b98aed2301d9167854f,A1c182.jpg,scene_type,object_study,Object study,0.253153,clip,1.0
c9ff158c2bb34b98aed2301d9167854f,A1c182.jpg,shot_type,detail,Detail,0.249669,clip,1.0
c9ff158c2bb34b98aed2301d9167854f,A1c182.jpg,people,no_people,No people,,threshold_rule,1.0
c9ff158c2bb34b98aed2301d9167854f,A1c182.jpg,condition,object_wear,Object wear,0.270432,clip,1.0
a952ecce9c3a48dd85ab24d8444e6c5a,A1c182a.jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
a952ecce9c3a48dd85ab24d8444e6c5a,A1c182a.jpg,scene_type,object_study,Object study,0.251305,clip,1.0
a952ecce9c3a48dd85ab24d8444e6c5a,A1c182a.jpg,shot_type,detail,Detail,0.239534,clip,1.0
a952ecce9c3a48dd85ab24d8444e6c5a,A1c182a.jpg,people,no_people,No people,,threshold_rule,1.0
a952ecce9c3a48dd85ab24d8444e6c5a,A1c182a.jpg,condition,paint_loss,Paint loss,0.246725,clip,1.0
