id,image_id,image_name,sharpness_score,exposure_score,overall_score,is_best_in_group,scored_at
432,432,Artefacts_A_Var_Copyrright_L_Ling/A1b11y.jpg,0.1568,0.9467,0.5518,False,2026-08-11 18:55:19
433,433,Artefacts_A_Var_Copyrright_L_Ling/A1d22a.jpg,0.0758,0.8653,0.4706,False,2026-08-11 18:55:19
434,434,Artefacts_A_Var_Copyrright_L_Ling/A1b29.jpg,0.607,0.9093,0.7582,False,2026-08-11 18:55:19
435,435,Artefacts_A_Var_Copyrright_L_Ling/A1c113_2c.jpg,0.1327,0.9675,0.5501,False,2026-08-11 18:55:19
436,436,Artefacts_A_Var_Copyrright_L_Ling/A1b42a.jpg,0.5277,0.9774,0.7526,False,2026-08-11 18:55:19
437,437,Artefacts_A_Var_Copyrright_L_Ling/A1e41s.jpg,0.256,0.9542,0.6051,False,2026-08-11 18:55:19
438,438,Artefacts_A_Var_Copyrright_L_Ling/A1b72.jpg,0.247,0.8006,0.5238,False,2026-08-11 18:55:19
439,439,Artefacts_A_Var_Copyrright_L_Ling/A1e1b.jpg,0.1879,0.8134,0.5006,False,2026-08-11 18:55:19
440,440,Artefacts_A_Var_Copyrright_L_Ling/A1e28.jpg,0.3884,0.9795,0.684,False,2026-08-11 18:55:19
441,441,Artefacts_A_Var_Copyrright_L_Ling/A1b74c.jpg,0.4658,0.6504,0.5581,False,2026-08-11 18:55:19
442,442,Artefacts_A_Var_Copyrright_L_Ling/A1c1s.jpg,0.8538,0.9447,0.8992,False,2026-08-11 18:55:19
443,443,Artefacts_A_Var_Copyrright_L_Ling/A1c166_2.jpg,0.1848,0.9351,0.56,False,2026-08-11 18:55:19
444,444,Artefacts_A_Var_Copyrright_L_Ling/A1c140a.jpg,0.0408,0.6496,0.3452,False,2026-08-11 18:55:19
445,445,Artefacts_A_Var_Copyrright_L_Ling/A1e50&d21.jpg,0.1382,0.8963,0.5172,False,2026-08-11 18:55:19
446,446,Artefacts_A_Var_Copyrright_L_Ling/A1c166_3.jpg,0.2509,0.9231,0.587,False,2026-08-11 18:55:19
447,447,Artefacts_A_Var_Copyrright_L_Ling/A1c1r.jpg,0.5794,0.7176,0.6485,False,2026-08-11 18:55:19
448,448,Artefacts_A_Var_Copyrright_L_Ling/A1c13.jpg,1,0.9603,0.9802,False,2026-08-11 18:55:19
449,449,Artefacts_A_Var_Copyrright_L_Ling/A1b74b.jpg,0.3327,0.9183,0.6255,False,2026-08-11 18:55:19
450,450,Artefacts_A_Var_Copyrright_L_Ling/A1b67.jpg,0.1124,0.987,0.5497,False,2026-08-11 18:55:19
451,451,Artefacts_A_Var_Copyrright_L_Ling/A1b73.jpg,0.3823,0.6559,0.5191,False,2026-08-11 18:55:19
452,452,Artefacts_A_Var_Copyrright_L_Ling/A1c258_1.jpg,0.1,0.9015,0.5008,False,2026-08-11 18:55:19
453,453,Artefacts_A_Var_Copyrright_L_Ling/A1a10a.jpg,0.8308,0.4913,0.661,False,2026-08-11 18:55:19
454,454,Artefacts_A_Var_Copyrright_L_Ling/A1c9.jpg,0.1335,0.3685,0.251,False,2026-08-11 18:55:19
455,455,Artefacts_A_Var_Copyrright_L_Ling/A1e41r.jpg,0.2801,0.8249,0.5525,False,2026-08-11 18:55:19
456,456,Artefacts_A_Var_Copyrright_L_Ling/A1c195a.jpg,0.1154,0.9696,0.5425,False,2026-08-11 18:55:19
457,457,Artefacts_A_Var_Copyrright_L_Ling/A1c195c.jpg,0.1925,0.948,0.5702,False,2026-08-11 18:55:19
458,458,Artefacts_A_Var_Copyrright_L_Ling/A1e41p.jpg,0.1844,0.9513,0.5678,False,2026-08-11 18:55:19
459,459,Artefacts_A_Var_Copyrright_L_Ling/A1b42b.jpg,0.1253,0.8311,0.4782,False,2026-08-11 18:55:19
460,460,Artefacts_A_Var_Copyrright_L_Ling/A1c252_11a.jpg,0.3366,0.9445,0.6405,False,2026-08-11 18:55:19
461,461,Artefacts_A_Var_Copyrright_L_Ling/A1b65.jpg,0.479,0.9293,0.7042,False,2026-08-11 18:55:19
462,462,Artefacts_A_Var_Copyrright_L_Ling/A1e1a.jpg,0.0782,0.8812,0.4797,False,2026-08-11 18:55:19
463,463,Artefacts_A_Var_Copyrright_L_Ling/A1b19a.jpg,0.6597,0.8544,0.757,False,2026-08-11 18:55:19
464,464,Artefacts_A_Var_Copyrright_L_Ling/A1c1p.jpg,0.2692,0.9439,0.6065,False,2026-08-11 18:55:19
465,465,Artefacts_A_Var_Copyrright_L_Ling/A1c166_1.jpg,0.1949,0.8052,0.5,False,2026-08-11 18:55:19
466,466,Artefacts_A_Var_Copyrright_L_Ling/A1c265a.jpg,0.0807,0.9634,0.522,False,2026-08-11 18:55:19
467,467,Artefacts_A_Var_Copyrright_L_Ling/A1c140b.jpg,0.0683,0.6791,0.3737,False,2026-08-11 18:55:19
468,468,Artefacts_A_Var_Copyrright_L_Ling/A1a12.jpg,0.0974,0.4685,0.283,False,2026-08-11 18:55:19
469,469,Artefacts_A_Var_Copyrright_L_Ling/A1c140c.jpg,0.0561,0.8797,0.4679,False,2026-08-11 18:55:19
470,470,Artefacts_A_Var_Copyrright_L_Ling/A1b74a.jpg,0.2957,0.7861,0.5409,False,2026-08-11 18:55:19
471,471,Artefacts_A_Var_Copyrright_L_Ling/A1c1q.jpg,0.2587,0.9178,0.5882,False,2026-08-11 18:55:19
472,472,Artefacts_A_Var_Copyrright_L_Ling/A1b70.jpg,0.2186,0.9101,0.5644,False,2026-08-11 18:55:19
473,473,Artefacts_A_Var_Copyrright_L_Ling/A1c277.jpg,0.4456,0.8847,0.6652,False,2026-08-11 18:55:19
474,474,Artefacts_A_Var_Copyrright_L_Ling/A1b64.jpg,0.0679,0.9447,0.5063,False,2026-08-11 18:55:19
475,475,Artefacts_A_Var_Copyrright_L_Ling/A1c263.jpg,0.6302,0.7868,0.7085,False,2026-08-11 18:55:19
476,476,Artefacts_A_Var_Copyrright_L_Ling/A1a10b.jpg,0.178,0.2541,0.216,False,2026-08-11 18:55:19
477,477,Artefacts_A_Var_Copyrright_L_Ling/A1e41q.jpg,0.1544,0.8507,0.5026,False,2026-08-11 18:55:19
478,478,Artefacts_A_Var_Copyrright_L_Ling/A1c195b.jpg,0.2477,0.898,0.5728,False,2026-08-11 18:55:19
479,479,Artefacts_A_Var_Copyrright_L_Ling/A1b42c.jpg,0.2612,0.8992,0.5802,False,2026-08-11 18:55:19
480,480,Artefacts_A_Var_Copyrright_L_Ling/A1b34a.jpg,0.7248,0.9117,0.8182,False,2026-08-11 18:55:19
481,481,Artefacts_A_Var_Copyrright_L_Ling/A1e41u.jpg,0.154,0.9433,0.5486,False,2026-08-11 18:55:19
482,482,Artefacts_A_Var_Copyrright_L_Ling/A1c194b.jpg,0.4362,0.9947,0.7154,False,2026-08-11 18:55:19
483,483,Artefacts_A_Var_Copyrright_L_Ling/A1c92b.jpg,0.3242,0.8893,0.6068,False,2026-08-11 18:55:19
484,484,Artefacts_A_Var_Copyrright_L_Ling/A1b48.jpg,1,0.9661,0.983,False,2026-08-11 18:55:19
485,485,Artefacts_A_Var_Copyrright_L_Ling/A1b74.jpg,0.0842,0.8884,0.4863,False,2026-08-11 18:55:19
486,486,Artefacts_A_Var_Copyrright_L_Ling/A1c28.jpg,0.0329,0.8994,0.4662,False,2026-08-11 18:55:19
487,487,Artefacts_A_Var_Copyrright_L_Ling/A1c1u.jpg,0.4068,0.9019,0.6544,False,2026-08-11 18:55:19
488,488,Artefacts_A_Var_Copyrright_L_Ling/A1b75a.jpg,0.3606,0.9488,0.6547,False,2026-08-11 18:55:19
489,489,Artefacts_A_Var_Copyrright_L_Ling/A1c182b.jpg,0.1404,0.9521,0.5462,False,2026-08-11 18:55:19
490,490,Artefacts_A_Var_Copyrright_L_Ling/A1b59a.jpg,0.3639,0.915,0.6395,False,2026-08-11 18:55:19
491,491,Artefacts_A_Var_Copyrright_L_Ling/A1c182c.jpg,0.0515,0.9661,0.5088,False,2026-08-11 18:55:19
492,492,Artefacts_A_Var_Copyrright_L_Ling/A1c1t.jpg,0.1813,0.8138,0.4976,False,2026-08-11 18:55:19
493,493,Artefacts_A_Var_Copyrright_L_Ling/A1b75.jpg,1,0.8856,0.9428,False,2026-08-11 18:55:19
494,494,Artefacts_A_Var_Copyrright_L_Ling/A1b61.jpg,0.7368,0.8816,0.8092,False,2026-08-11 18:55:19
495,495,Artefacts_A_Var_Copyrright_L_Ling/A1b14b.jpg,1,0.8876,0.9438,False,2026-08-11 18:55:19
496,496,Artefacts_A_Var_Copyrright_L_Ling/A1c266.jpg,0.1456,0.9468,0.5462,False,2026-08-11 18:55:19
497,497,Artefacts_A_Var_Copyrright_L_Ling/A1e41t.jpg,0.1755,0.8692,0.5224,False,2026-08-11 18:55:19
498,498,Artefacts_A_Var_Copyrright_L_Ling/A1e41v.jpg,0.1195,0.8531,0.4863,False,2026-08-11 18:55:19
499,499,Artefacts_A_Var_Copyrright_L_Ling/A1c92a.jpg,0.1972,0.9395,0.5684,False,2026-08-11 18:55:19
500,500,Artefacts_A_Var_Copyrright_L_Ling/A1c270.jpg,0.3547,0.9547,0.6547,False,2026-08-11 18:55:19
501,501,Artefacts_A_Var_Copyrright_L_Ling/A1b77.jpg,0.0693,0.8001,0.4347,False,2026-08-11 18:55:19
502,502,Artefacts_A_Var_Copyrright_L_Ling/A1c264.jpg,0.0422,0.9807,0.5114,False,2026-08-11 18:55:19
503,503,Artefacts_A_Var_Copyrright_L_Ling/A1b75b.jpg,0.1548,0.9448,0.5498,False,2026-08-11 18:55:19
504,504,Artefacts_A_Var_Copyrright_L_Ling/A1c182a.jpg,0.0958,0.9287,0.5122,False,2026-08-11 18:55:19
505,505,Artefacts_A_Var_Copyrright_L_Ling/A1b59c.jpg,0.2982,0.9817,0.64,False,2026-08-11 18:55:19
506,506,Artefacts_A_Var_Copyrright_L_Ling/A1b59b.jpg,0.9354,0.9602,0.9478,False,2026-08-11 18:55:19
507,507,Artefacts_A_Var_Copyrright_L_Ling/A1b75c.jpg,0.3812,0.8318,0.6065,False,2026-08-11 18:55:19
508,508,Artefacts_A_Var_Copyrright_L_Ling/A1c1w.jpg,0.2217,0.9755,0.5986,False,2026-08-11 18:55:19
509,509,Artefacts_A_Var_Copyrright_L_Ling/A1c16.jpg,0.0867,0.7733,0.43,False,2026-08-11 18:55:19
510,510,Artefacts_A_Var_Copyrright_L_Ling/A1b14a.jpg,1,0.9078,0.9539,False,2026-08-11 18:55:19
511,511,Artefacts_A_Var_Copyrright_L_Ling/A1b76.jpg,0.1415,0.8554,0.4984,False,2026-08-11 18:55:19
512,512,Artefacts_A_Var_Copyrright_L_Ling/A1e41w.jpg,0.0844,0.9406,0.5125,False,2026-08-11 18:55:19
513,513,"Marsden, Neil/Survey office 2.jpg",0.0992,0.9096,0.5044,False,2026-08-11 18:55:19
514,514,"Marsden, Neil/Building the new bar.jpg",1,0.8117,0.9058,False,2026-08-11 18:55:19
515,515,"Marsden, Neil/Filling water tank in summer.jpg",0.3824,0.8206,0.6015,False,2026-08-11 18:55:19
516,516,"Marsden, Neil/Bar and firreplacee taking shape.jpg",0.3398,0.8344,0.5871,False,2026-08-11 18:55:19
517,517,"Marsden, Neil/Bunkroom cleaning.jpg",0.162,0.9307,0.5464,False,2026-08-11 18:55:19
518,518,"Marsden, Neil/At the bar.jpg",0.1016,0.9512,0.5264,False,2026-08-11 18:55:19
519,519,"Marsden, Neil/Survey office (1).jpg",0.4254,0.846,0.6357,False,2026-08-11 18:55:19
520,520,"Marsden, Neil/Relaxing on new extension roof.jpg",0.4748,0.8919,0.6834,False,2026-08-11 18:55:19
521,521,"Marsden, Neil/Survey office relaxation.jpg",0.0961,0.8681,0.4821,False,2026-08-11 18:55:19
522,522,"Marsden, Neil/Radio shack.jpg",0.543,0.7508,0.6469,False,2026-08-11 18:55:19
523,523,"Marsden, Neil/Winter set in.jpg",0.1118,0.7416,0.4267,False,2026-08-11 18:55:19
524,524,"Marsden, Neil/Medium size female husky.jpg",0.1581,0.8981,0.5281,False,2026-08-11 18:55:19
525,525,"Marsden, Neil/Noticeboard.jpg",0.1779,0.8298,0.5038,False,2026-08-11 18:55:19
526,526,"Marsden, Neil/Party time.jpg",0.1492,0.9679,0.5586,False,2026-08-11 18:55:19
527,527,"Marsden, Neil/Extension disappears.jpg",0.071,0.8107,0.4408,False,2026-08-11 18:55:19
528,528,"Marsden, Neil/Midwinter celebrations.jpg",0.1265,0.8288,0.4776,False,2026-08-11 18:55:19
529,529,"Marsden, Neil/From the sea ice.jpg",0.1634,0.7624,0.4629,False,2026-08-11 18:55:19
530,530,"Marsden, Neil/Repairs.jpg",0.0893,0.9057,0.4975,False,2026-08-11 18:55:19
531,531,"Marsden, Neil/Sometimes they were quite clean.jpg",0.0178,0.9031,0.4604,False,2026-08-11 18:55:19
532,532,"Marsden, Neil/Bathroom.jpg",0.1371,0.9289,0.533,False,2026-08-11 18:55:19
533,533,"Marsden, Neil/1964 extension basis.jpg",0.0482,0.9684,0.5083,False,2026-08-11 18:55:19
534,534,"Marsden, Neil/RRS JB unloading at Stonington.jpg",0.1981,0.9965,0.5973,False,2026-08-11 18:55:19
535,535,"Marsden, Neil/Snow arrives.jpg",0.119,0.6089,0.364,False,2026-08-11 18:55:19
536,536,"Marsden, Neil/Finishing new extension.jpg",0.3527,0.9287,0.6407,False,2026-08-11 18:55:19
537,537,"Marsden, Neil/Scrubout.jpg",1,0.9835,0.9918,False,2026-08-11 18:55:19
538,538,"Marsden, Neil/Saturday night at the bar.jpg",0.271,0.7581,0.5146,False,2026-08-11 18:55:19
539,539,"Marsden, Neil/Proper radio op.jpg",0.1479,0.7804,0.4642,False,2026-08-11 18:55:19
540,540,"Marsden, Neil/Restocking coal bunker.jpg",0.2681,0.8998,0.584,False,2026-08-11 18:55:19
541,541,"Marsden, Neil/Pretend radio op.jpg",0.6126,0.708,0.6603,False,2026-08-11 18:55:19
542,542,"Marsden, Neil/repairs for sledging season.jpg",0.3449,0.9984,0.6716,False,2026-08-11 18:55:19
543,543,"Marsden, Neil/Geology office.jpg",0.1168,0.7539,0.4354,False,2026-08-11 18:55:19
544,544,"Marsden, Neil/More unloading.jpg",0.1544,0.8395,0.497,False,2026-08-11 18:55:19
545,545,"Marsden, Neil/Usual view from sledge (2).jpg",0.4073,0.7898,0.5985,False,2026-08-11 18:55:19
546,546,"Marsden, Neil/Stonington from Neny Island.jpg",0.9236,0.9642,0.9439,False,2026-08-11 18:55:19
547,547,"Marsden, Neil/RRS JB unloading.jpg",0.3886,0.8122,0.6004,False,2026-08-11 18:55:19
548,548,"Marsden, Neil/Diesel mech, electrician in new extension.jpg",0.0728,0.8139,0.4434,False,2026-08-11 18:55:19
549,549,"Marsden, Neil/Unloading 1.jpg",0.0811,0.8305,0.4558,False,2026-08-11 18:55:19
550,550,"Marsden, Neil/Afternoon smoko.jpg",0.0877,0.911,0.4994,False,2026-08-11 18:55:19
551,551,"Marsden, Neil/Relaxing in library.jpg",0.5752,0.8103,0.6928,False,2026-08-11 18:55:19
552,552,"Marsden, Neil/Library laughter.jpg",0.2606,0.8704,0.5655,False,2026-08-11 18:55:19
553,553,"Marsden, Neil/Louge relaxation.jpg",0.1652,0.9915,0.5784,False,2026-08-11 18:55:19
554,554,"Marsden, Neil/RRS JB in Back Bay.jpg",0.4183,0.9859,0.7021,False,2026-08-11 18:55:19
555,555,"Marsden, Neil/Writing survey report.jpg",0.5106,0.8755,0.693,False,2026-08-11 18:55:19
556,556,"Marsden, Neil/1964 extension.jpg",0.2153,0.9251,0.5702,False,2026-08-11 18:55:19
557,557,"Marsden, Neil/Usual view from sledge.jpg",0.1884,0.7176,0.453,False,2026-08-11 18:55:19
558,558,"Marsden, Neil/Relaxing in lounge.jpg",0.144,0.9317,0.5378,False,2026-08-11 18:55:19
559,559,"Marsden, Neil/Completed extension.jpg",0.1688,0.9531,0.5609,False,2026-08-11 18:55:19
560,560,"Marsden, Neil/RRS JB wedged into Back Bay ice.jpg",0.17,0.993,0.5815,False,2026-08-11 18:55:19
561,561,"Marsden, Neil/Lounge scrubout.jpg",0.1486,0.9872,0.5679,False,2026-08-11 18:55:19
562,562,"Marsden, Neil/Making new harnesses.JPG",0.0676,0.9922,0.5299,False,2026-08-11 18:55:19
563,563,SfM_A_external/DSC_7159.JPG,0.4181,0.607,0.5126,False,2026-08-11 18:55:19
564,564,SfM_A_external/DSC_7171.JPG,0.1845,0.4477,0.3161,False,2026-08-11 18:55:19
565,565,SfM_A_external/DSC_7165.JPG,0.2211,0.5155,0.3683,False,2026-08-11 18:55:19
566,566,SfM_A_external/DSC_7207.JPG,0.1259,0.6976,0.4118,False,2026-08-11 18:55:19
567,567,SfM_A_external/DSC_7206.JPG,0.1642,0.4306,0.2974,False,2026-08-11 18:55:19
568,568,SfM_A_external/DSC_7164.JPG,0.1936,0.4088,0.3012,False,2026-08-11 18:55:19
569,569,SfM_A_external/DSC_7170.JPG,0.1231,0.4642,0.2936,False,2026-08-11 18:55:19
570,570,SfM_A_external/DSC_7158.JPG,0.2704,0.7201,0.4952,False,2026-08-11 18:55:19
571,571,SfM_A_external/DSC_7199.JPG,0.1584,0.5295,0.344,False,2026-08-11 18:55:19
572,572,SfM_A_external/DSC_7166.JPG,0.0994,0.3649,0.2322,False,2026-08-11 18:55:19
573,573,SfM_A_external/DSC_7172.JPG,0.1444,0.5065,0.3254,False,2026-08-11 18:55:19
574,574,SfM_A_external/DSC_7204.JPG,0.1383,0.2859,0.2121,False,2026-08-11 18:55:19
575,575,SfM_A_external/DSC_7205.JPG,0.1026,0.5741,0.3384,False,2026-08-11 18:55:19
576,576,SfM_A_external/DSC_7173.JPG,0.1529,0.3583,0.2556,False,2026-08-11 18:55:19
577,577,SfM_A_external/DSC_7167.JPG,0.2609,0.6668,0.4638,False,2026-08-11 18:55:19
578,578,SfM_A_external/DSC_7198.JPG,0.1314,0.5679,0.3496,False,2026-08-11 18:55:19
579,579,SfM_A_external/DSC_7188.JPG,0.1352,0.3875,0.2613,False,2026-08-11 18:55:19
580,580,SfM_A_external/DSC_7163.JPG,0.1515,0.6495,0.4005,False,2026-08-11 18:55:19
581,581,SfM_A_external/DSC_7177.JPG,0.165,0.2791,0.2221,False,2026-08-11 18:55:19
582,582,SfM_A_external/DSC_7201.JPG,0.162,0.6137,0.3879,False,2026-08-11 18:55:19
583,583,SfM_A_external/DSC_7200.JPG,0.1374,0.3887,0.263,False,2026-08-11 18:55:19
584,584,SfM_A_external/DSC_7176.JPG,0.175,0.2853,0.2302,False,2026-08-11 18:55:19
585,585,SfM_A_external/DSC_7162.JPG,0.1767,0.5669,0.3718,False,2026-08-11 18:55:19
586,586,SfM_A_external/DSC_7189.JPG,0.1309,0.2768,0.2038,False,2026-08-11 18:55:19
587,587,SfM_A_external/DSC_7174.JPG,0.1622,0.3025,0.2324,False,2026-08-11 18:55:19
588,588,SfM_A_external/DSC_7160.JPG,0.354,0.6322,0.4931,False,2026-08-11 18:55:19
589,589,SfM_A_external/DSC_7148.JPG,0.0791,0.5181,0.2986,False,2026-08-11 18:55:19
590,590,SfM_A_external/DSC_7202.JPG,0.1552,0.3689,0.262,False,2026-08-11 18:55:19
591,591,SfM_A_external/DSC_7203.JPG,0.1363,0.5105,0.3234,False,2026-08-11 18:55:19
592,592,SfM_A_external/DSC_7149.JPG,0.0765,0.6241,0.3503,False,2026-08-11 18:55:19
593,593,SfM_A_external/DSC_7161.JPG,0.1204,0.5888,0.3546,False,2026-08-11 18:55:19
594,594,SfM_A_external/DSC_7175.JPG,0.1784,0.3231,0.2508,False,2026-08-11 18:55:19
595,595,SfM_A_external/DSC_7139.JPG,0.2048,0.6252,0.415,False,2026-08-11 18:55:19
596,596,SfM_A_external/DSC_7138.JPG,0.0877,0.6766,0.3822,False,2026-08-11 18:55:19
597,597,SfM_A_external/DSC_7114.JPG,0.21,0.5467,0.3783,False,2026-08-11 18:55:19
598,598,SfM_A_external/DSC_7128.JPG,0.1792,0.5514,0.3653,False,2026-08-11 18:55:19
599,599,SfM_A_external/DSC_7129.JPG,0.2253,0.5781,0.4017,False,2026-08-11 18:55:19
600,600,SfM_A_external/DSC_7115.JPG,0.171,0.5396,0.3553,False,2026-08-11 18:55:19
601,601,SfM_A_external/DSC_7117.JPG,0.2487,0.3768,0.3128,False,2026-08-11 18:55:19
602,602,SfM_A_external/DSC_7116.JPG,0.2287,0.4376,0.3332,False,2026-08-11 18:55:19
603,603,SfM_A_external/DSC_7133.JPG,0.1853,0.4167,0.301,False,2026-08-11 18:55:19
604,604,SfM_A_external/DSC_7127.JPG,0.1746,0.5581,0.3664,False,2026-08-11 18:55:19
605,605,SfM_A_external/DSC_7126.JPG,0.2091,0.6104,0.4098,False,2026-08-11 18:55:19
606,606,SfM_A_external/DSC_7132.JPG,0.2046,0.461,0.3328,False,2026-08-11 18:55:19
607,607,SfM_A_external/DSC_7118.JPG,0.2483,0.5354,0.3918,False,2026-08-11 18:55:19
608,608,SfM_A_external/DSC_7124.JPG,0.147,0.5239,0.3355,False,2026-08-11 18:55:19
609,609,SfM_A_external/DSC_7130.JPG,0.1978,0.4541,0.326,False,2026-08-11 18:55:19
610,610,SfM_A_external/DSC_7131.JPG,0.1851,0.4356,0.3104,False,2026-08-11 18:55:19
611,611,SfM_A_external/DSC_7125.JPG,0.1597,0.5932,0.3764,False,2026-08-11 18:55:19
612,612,SfM_A_external/DSC_7119.JPG,0.2307,0.4508,0.3408,False,2026-08-11 18:55:19
613,613,SfM_A_external/DSC_7121.JPG,0.2523,0.3057,0.279,False,2026-08-11 18:55:19
614,614,SfM_A_external/DSC_7135.JPG,0.1284,0.5518,0.3401,False,2026-08-11 18:55:19
615,615,SfM_A_external/DSC_7134.JPG,0.219,0.3641,0.2915,False,2026-08-11 18:55:19
616,616,SfM_A_external/DSC_7120.JPG,0.2381,0.3907,0.3144,False,2026-08-11 18:55:19
617,617,SfM_A_external/DSC_7136.JPG,0.0857,0.8325,0.4591,False,2026-08-11 18:55:19
618,618,SfM_A_external/DSC_7122.JPG,0.1541,0.5058,0.33,False,2026-08-11 18:55:19
619,619,SfM_A_external/DSC_7123.JPG,0.1988,0.3748,0.2868,False,2026-08-11 18:55:19
620,620,SfM_A_external/DSC_7137.JPG,0.1309,0.7558,0.4434,False,2026-08-11 18:55:19
621,621,SfM_A_external/DSC_7193.JPG,0.2086,0.4873,0.348,False,2026-08-11 18:55:19
622,622,SfM_A_external/DSC_7187.JPG,0.1391,0.4195,0.2793,False,2026-08-11 18:55:19
623,623,SfM_A_external/DSC_7178.JPG,0.1659,0.2976,0.2318,False,2026-08-11 18:55:19
624,624,SfM_A_external/DSC_7150.JPG,0.0891,0.6375,0.3633,False,2026-08-11 18:55:19
625,625,SfM_A_external/DSC_7144.JPG,0.0795,0.495,0.2872,False,2026-08-11 18:55:19
626,626,SfM_A_external/DSC_7145.JPG,0.0933,0.5281,0.3107,False,2026-08-11 18:55:19
627,627,SfM_A_external/DSC_7151.JPG,0.0933,0.8005,0.4469,False,2026-08-11 18:55:19
628,628,SfM_A_external/DSC_7179.JPG,0.183,0.3653,0.2742,False,2026-08-11 18:55:19
629,629,SfM_A_external/DSC_7186.JPG,0.1741,0.5531,0.3636,False,2026-08-11 18:55:19
630,630,SfM_A_external/DSC_7192.JPG,0.1942,0.3882,0.2912,False,2026-08-11 18:55:19
631,631,SfM_A_external/DSC_7184.JPG,0.1471,0.4744,0.3107,False,2026-08-11 18:55:19
632,632,SfM_A_external/DSC_7190.JPG,0.1603,0.2594,0.2098,False,2026-08-11 18:55:19
633,633,SfM_A_external/DSC_7147.JPG,0.0756,0.5146,0.2951,False,2026-08-11 18:55:19
634,634,SfM_A_external/DSC_7153.JPG,0.1838,0.8597,0.5218,False,2026-08-11 18:55:19
635,635,SfM_A_external/DSC_7152.JPG,0.2156,0.8114,0.5135,False,2026-08-11 18:55:19
636,636,SfM_A_external/DSC_7146.JPG,0.0828,0.4938,0.2883,False,2026-08-11 18:55:19
637,637,SfM_A_external/DSC_7191.JPG,0.1473,0.3425,0.2449,False,2026-08-11 18:55:19
638,638,SfM_A_external/DSC_7185.JPG,0.1432,0.4604,0.3018,False,2026-08-11 18:55:19
639,639,SfM_A_external/DSC_7181.JPG,0.1565,0.3608,0.2586,False,2026-08-11 18:55:19
640,640,SfM_A_external/DSC_7195.JPG,0.1593,0.5792,0.3692,False,2026-08-11 18:55:19
641,641,SfM_A_external/DSC_7142.JPG,0.1868,0.5465,0.3666,False,2026-08-11 18:55:19
642,642,SfM_A_external/DSC_7156.JPG,0.09,0.6309,0.3604,False,2026-08-11 18:55:19
643,643,SfM_A_external/DSC_7208.JPG,0.1239,0.2461,0.185,False,2026-08-11 18:55:19
644,644,SfM_A_external/DSC_7157.JPG,0.1609,0.3204,0.2406,False,2026-08-11 18:55:19
645,645,SfM_A_external/DSC_7143.JPG,0.1123,0.5605,0.3364,False,2026-08-11 18:55:19
646,646,SfM_A_external/DSC_7194.JPG,0.1687,0.49,0.3293,False,2026-08-11 18:55:19
647,647,SfM_A_external/DSC_7180.JPG,0.1691,0.3897,0.2794,False,2026-08-11 18:55:19
648,648,SfM_A_external/DSC_7196.JPG,0.1365,0.2437,0.1901,False,2026-08-11 18:55:19
649,649,SfM_A_external/DSC_7182.JPG,0.1682,0.4122,0.2902,False,2026-08-11 18:55:19
650,650,SfM_A_external/DSC_7155.JPG,0.0853,0.5643,0.3248,False,2026-08-11 18:55:19
651,651,SfM_A_external/DSC_7141.JPG,0.1094,0.8458,0.4776,False,2026-08-11 18:55:19
652,652,SfM_A_external/DSC_7169.JPG,0.138,0.4724,0.3052,False,2026-08-11 18:55:19
653,653,SfM_A_external/DSC_7168.JPG,0.1234,0.6293,0.3763,False,2026-08-11 18:55:19
654,654,SfM_A_external/DSC_7140.JPG,0.1083,0.5486,0.3284,False,2026-08-11 18:55:19
655,655,SfM_A_external/DSC_7154.JPG,0.0708,0.5389,0.3048,False,2026-08-11 18:55:19
656,656,SfM_A_external/DSC_7183.JPG,0.1461,0.3906,0.2684,False,2026-08-11 18:55:19
657,657,SfM_A_external/DSC_7197.JPG,0.1845,0.6111,0.3978,False,2026-08-11 18:55:19
658,658,Main Hut/DSC_0090.JPG,0.1036,0.6625,0.383,False,2026-08-11 18:55:19
659,659,Main Hut/DSC_0084.JPG,0.1033,0.7908,0.447,False,2026-08-11 18:55:19
660,660,Main Hut/DSC_0085.JPG,0.2345,0.8824,0.5584,False,2026-08-11 18:55:19
661,661,Main Hut/DSC_0091.JPG,0.3524,0.909,0.6307,False,2026-08-11 18:55:19
662,662,Main Hut/DSC_0087.JPG,0.2744,0.9046,0.5895,False,2026-08-11 18:55:19
663,663,Main Hut/DSC_0093.JPG,0.3438,0.9173,0.6305,False,2026-08-11 18:55:19
664,664,Main Hut/DSC_0078.JPG,0.1353,0.8778,0.5066,False,2026-08-11 18:55:19
665,665,Main Hut/DSC_0079.JPG,0.1144,0.853,0.4837,False,2026-08-11 18:55:19
666,666,Main Hut/DSC_0092.JPG,0.0944,0.6689,0.3817,False,2026-08-11 18:55:19
667,667,Main Hut/DSC_0086.JPG,0.0809,0.6947,0.3878,False,2026-08-11 18:55:19
668,668,Main Hut/DSC_0082.JPG,0.2212,0.8654,0.5433,False,2026-08-11 18:55:19
669,669,Main Hut/DSC_0096.JPG,0.0655,0.7387,0.4021,False,2026-08-11 18:55:19
670,670,Main Hut/DSC_0069.JPG,0.2539,0.9499,0.6019,False,2026-08-11 18:55:19
671,671,Main Hut/DSC_0068.JPG,0.0797,0.7504,0.415,False,2026-08-11 18:55:19
672,672,Main Hut/DSC_0097.JPG,0.3542,0.9629,0.6586,False,2026-08-11 18:55:19
