id,image_id,image_name,sharpness_score,exposure_score,overall_score,is_best_in_group,scored_at
950,950,Various_A/a RACHEL MORGAN - Ylva P1010042.JPG,0.114,0.7046,0.4093,False,2026-08-11 18:55:19
951,951,Various_A/DSC_0115.JPG,0.4446,0.9943,0.7194,False,2026-08-11 18:55:19
952,952,Various_A/a Claire IMG_6340.JPG,0.1197,0.8616,0.4906,False,2026-08-11 18:55:19
953,953,Various_A/DSC_0249.JPG,0.059,0.9461,0.5026,False,2026-08-11 18:55:19
954,954,Various_A/DSC_0089.JPG,0.0664,0.9176,0.492,False,2026-08-11 18:55:19
955,955,Various_A/DSC_0116.JPG,0.0607,0.878,0.4694,False,2026-08-11 18:55:19
956,956,Various_A/4.JPG,0.086,0.8986,0.4923,False,2026-08-11 18:55:19
957,957,Various_A/DSC_0107 TJOM.JPG,0.086,0.8986,0.4923,False,2026-08-11 18:55:19
958,958,Various_A/BitumenBoatShedDSC02535.JPG,0.4654,0.426,0.4457,False,2026-08-11 18:55:19
959,959,Various_A/1 (8).JPG,0.0235,0.8821,0.4528,False,2026-08-11 18:55:19
960,960,Various_A/DSC_0039.JPG,0.0629,0.9307,0.4968,False,2026-08-11 18:55:19
961,961,Various_A/DSC_0207.JPG,0.0396,0.8652,0.4524,False,2026-08-11 18:55:19
962,962,Various_A/DSC_0206.JPG,0.0388,0.8678,0.4533,False,2026-08-11 18:55:19
963,963,Various_A/DSC_0079 TJOM.JPG,0.0836,0.8851,0.4844,False,2026-08-11 18:55:19
964,964,Various_A/DSC_0199.JPG,0.072,0.8368,0.4544,False,2026-08-11 18:55:19
965,965,Various_A/DSC_0166.JPG,0.0765,0.9775,0.527,False,2026-08-11 18:55:19
966,966,Various_A/a Claire IMG_19851.JPG,0.0639,0.9739,0.5189,False,2026-08-11 18:55:19
967,967,Various_A/CAT TOTTY Rachel P1040161.JPG,0.6569,0.8577,0.7573,False,2026-08-11 18:55:19
968,968,Various_A/DSC_0204.JPG,0.0418,0.9242,0.483,False,2026-08-11 18:55:19
969,969,Various_A/DSC_0238.JPG,0.1002,0.9719,0.536,False,2026-08-11 18:55:19
970,970,Various_A/CAT TOTTY - Claire DSC06438.JPG,0.2284,0.9258,0.5771,False,2026-08-11 18:55:19
971,971,Various_A/DSC_0239.JPG,0.1806,0.8621,0.5214,False,2026-08-11 18:55:19
972,972,Various_A/DSC_0205.JPG,0.0571,0.982,0.5196,False,2026-08-11 18:55:19
973,973,Various_A/DSC_0072 TJOM.JPG,0.0971,0.8786,0.4878,False,2026-08-11 18:55:19
974,974,Various_A/BHPorch2.JPG,0.1218,0.7226,0.4222,False,2026-08-11 18:55:19
975,975,Various_A/DSC_02311.JPG,0.0648,0.8184,0.4416,False,2026-08-11 18:55:19
976,976,Various_A/a Claire IMG_64071.JPG,0.1433,0.9485,0.5459,False,2026-08-11 18:55:19
977,977,Various_A/DSC_0198.JPG,0.0585,0.8297,0.4441,False,2026-08-11 18:55:19
978,978,Various_A/a Cat IMG_7551-Optimized1.JPG,1,0.9947,0.9974,False,2026-08-11 18:55:19
979,979,Various_A/2.JPG,0.0971,0.8786,0.4878,False,2026-08-11 18:55:19
980,980,Various_A/DSC_0188.JPG,0.1733,0.8639,0.5186,False,2026-08-11 18:55:19
981,981,Various_A/DSC_0177.JPG,0.1603,0.9562,0.5582,False,2026-08-11 18:55:19
982,982,Various_A/a RACHEL MORGAN - Ylva P10100421.JPG,0.114,0.7046,0.4093,False,2026-08-11 18:55:19
983,983,Various_A/a Michael DSC_1154.JPG,0.3201,0.9093,0.6147,False,2026-08-11 18:55:19
984,984,Various_A/DSC_02301.JPG,0.0889,0.8676,0.4782,False,2026-08-11 18:55:19
985,985,Various_A/DSC_0229.JPG,0.0921,0.8926,0.4923,False,2026-08-11 18:55:19
986,986,Various_A/DSC_0201.JPG,0.0774,0.86,0.4687,False,2026-08-11 18:55:19
987,987,Various_A/DSC_0215.JPG,0.0356,0.9029,0.4692,False,2026-08-11 18:55:19
988,988,Various_A/DSC_0200.JPG,0.0633,0.8923,0.4778,False,2026-08-11 18:55:19
989,989,Various_A/DSC_0228.JPG,0.1238,0.9057,0.5147,False,2026-08-11 18:55:19
990,990,Various_A/a Claire DSC078031.JPG,0.204,0.9355,0.5698,False,2026-08-11 18:55:19
991,991,Various_A/3.JPG,0.0777,0.9509,0.5143,False,2026-08-11 18:55:19
992,992,Various_A/1.JPG,0.0608,0.9785,0.5197,False,2026-08-11 18:55:19
993,993,Various_A/aa Cat IMG_7551.JPG,0.7825,0.994,0.8882,False,2026-08-11 18:55:19
994,994,Various_A/a Cat IMG_97581.JPG,0.1961,0.8452,0.5206,False,2026-08-11 18:55:19
995,995,Various_A/a Cat IMG_9758.JPG,0.1961,0.8452,0.5206,False,2026-08-11 18:55:19
996,996,Various_A/DSC_0216.JPG,0.0686,0.8034,0.436,False,2026-08-11 18:55:19
997,997,Various_A/DSC_0202.JPG,0.0454,0.99,0.5177,False,2026-08-11 18:55:19
998,998,Various_A/DSC_0203.JPG,0.0221,0.8538,0.438,False,2026-08-11 18:55:19
999,999,Various_A/DSC_0217.JPG,0.1121,0.8517,0.4819,False,2026-08-11 18:55:19
1000,1000,Various_A/DSC_02471.JPG,0.0394,0.8534,0.4464,False,2026-08-11 18:55:19
1001,1001,Various_A/DSC_0029.JPG,0.0797,0.9792,0.5294,False,2026-08-11 18:55:19
1002,1002,Various_A/DSC_0175.JPG,0.0853,0.9824,0.5339,False,2026-08-11 18:55:19
1003,1003,Various_A/DSC_0161.JPG,0.1086,0.9739,0.5412,False,2026-08-11 18:55:19
1004,1004,Various_A/a Cat IMG_93321.JPG,0.0681,0.9606,0.5144,False,2026-08-11 18:55:19
